Id,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CommunicationSkill,Behaviour
1288,28,1,Travel_Rarely,Research & Development,2,4,Life Sciences,364,1,Male,3,Laboratory Technician,3,Single,3485,2,No,11,3,0,5,5,0,0,0,0,3,1
1289,32,1,Travel_Rarely,Research & Development,1,3,Life Sciences,331,4,Male,2,Laboratory Technician,3,Single,3730,0,Yes,14,3,0,4,2,3,2,1,2,1,1
1290,39,1,Travel_Rarely,Sales,5,3,Technical Degree,42,4,Male,3,Sales Representative,4,Married,2086,3,No,14,3,1,19,6,1,0,0,0,5,1
1291,24,1,Travel_Frequently,Research & Development,7,3,Life Sciences,647,1,Female,3,Laboratory Technician,3,Married,2886,1,Yes,16,3,1,6,4,6,3,1,2,5,1
1292,44,1,Travel_Frequently,Research & Development,1,2,Medical,1792,3,Male,3,Research Scientist,2,Divorced,2342,1,Yes,12,3,3,6,2,5,3,2,3,3,1
1293,36,1,Travel_Rarely,Sales,9,4,Life Sciences,27,3,Male,2,Sales Representative,1,Single,3407,7,No,23,4,0,10,4,5,3,0,3,5,1
1294,35,1,Travel_Rarely,Research & Development,14,4,Other,1010,3,Male,2,Laboratory Technician,2,Divorced,3743,1,Yes,24,4,1,5,2,4,2,0,2,2,1
1295,35,1,Travel_Rarely,Sales,10,3,Medical,1639,4,Male,2,Sales Executive,1,Married,10306,9,No,17,3,0,15,3,13,12,6,0,2,1
1296,30,1,Travel_Rarely,Sales,9,3,Medical,1876,2,Male,3,Sales Representative,4,Single,1081,1,No,13,3,0,1,3,1,0,0,0,2,1
1297,24,1,Travel_Rarely,Human Resources,22,1,Human Resources,1714,4,Male,1,Human Resources,3,Married,1555,1,No,11,3,1,1,2,1,0,0,0,2,1
1298,19,1,Travel_Rarely,Human Resources,2,2,Technical Degree,566,1,Male,2,Human Resources,4,Single,2564,1,No,12,3,0,1,3,1,0,0,0,4,1
1299,55,1,Travel_Rarely,Sales,13,4,Marketing,1372,1,Male,4,Sales Executive,3,Single,13695,6,Yes,17,3,0,24,2,19,7,3,8,2,1
1300,43,1,Travel_Rarely,Sales,9,3,Marketing,1188,1,Female,1,Sales Executive,3,Single,5346,8,No,13,3,0,7,2,4,3,1,3,1,1
1301,34,1,Travel_Rarely,Sales,24,4,Medical,1489,1,Female,2,Sales Executive,2,Single,4599,0,Yes,23,4,0,16,2,15,9,10,10,1,1
1302,34,1,Travel_Rarely,Human Resources,9,4,Technical Degree,1467,1,Female,3,Human Resources,3,Married,2742,1,No,15,3,0,2,0,2,2,2,2,4,1
1303,28,1,Travel_Rarely,Research & Development,5,4,Technical Degree,65,3,Male,3,Laboratory Technician,3,Single,3441,1,Yes,13,3,0,2,3,2,2,2,2,4,1
1304,28,1,Travel_Frequently,Research & Development,2,2,Medical,1504,3,Male,2,Laboratory Technician,1,Single,2561,7,No,11,3,0,8,2,0,0,0,0,2,1
1305,21,1,Travel_Rarely,Sales,12,3,Life Sciences,494,3,Female,4,Sales Representative,2,Single,2716,1,No,15,3,0,1,0,1,0,0,0,3,1
1306,24,1,Travel_Frequently,Research & Development,9,3,Medical,1494,2,Male,3,Laboratory Technician,1,Single,3172,2,Yes,11,3,0,4,2,0,0,0,0,2,1
1307,45,1,Travel_Frequently,Sales,26,4,Life Sciences,684,1,Female,3,Sales Executive,1,Married,4286,2,No,14,3,2,5,4,1,1,0,0,4,1
1308,37,1,Travel_Rarely,Research & Development,2,2,Other,4,4,Male,2,Laboratory Technician,3,Single,2090,6,Yes,15,3,0,7,3,0,0,0,0,4,1
1309,31,1,Travel_Frequently,Sales,1,4,Life Sciences,1427,2,Female,1,Sales Representative,3,Single,1359,1,No,12,3,0,1,3,1,0,0,0,5,1
1310,44,1,Travel_Frequently,Research & Development,24,3,Life Sciences,392,4,Male,3,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,1,19,0,1,0,0,0,5,1
1311,19,1,Travel_Rarely,Sales,21,3,Other,959,4,Male,2,Sales Representative,2,Single,2121,1,Yes,13,3,0,1,3,1,0,0,0,5,1
1312,23,1,Travel_Rarely,Sales,7,3,Life Sciences,1702,3,Male,3,Sales Representative,4,Divorced,2275,1,Yes,21,4,1,3,2,3,2,0,2,4,1
1313,41,1,Travel_Rarely,Sales,20,2,Marketing,248,2,Female,3,Sales Representative,2,Single,3140,1,Yes,22,4,0,4,5,4,3,0,2,1,1
1314,27,1,Travel_Rarely,Research & Development,17,4,Life Sciences,1405,4,Female,3,Research Scientist,3,Single,2394,1,Yes,13,3,0,8,2,8,2,7,7,1,1
1315,33,1,Travel_Rarely,Sales,5,3,Marketing,485,4,Female,3,Sales Representative,3,Single,2851,1,Yes,13,3,0,1,2,1,0,0,0,1,1
1316,37,1,Travel_Frequently,Research & Development,10,3,Medical,342,1,Male,3,Manufacturing Director,3,Divorced,10048,6,No,11,3,2,17,5,1,0,0,0,3,1
1317,24,1,Travel_Rarely,Sales,3,2,Life Sciences,720,1,Female,3,Sales Executive,3,Single,4577,9,No,14,3,0,4,3,2,2,2,0,4,1
1318,35,1,Travel_Rarely,Research & Development,2,3,Life Sciences,1569,1,Female,3,Laboratory Technician,1,Divorced,2074,1,Yes,12,3,1,1,2,1,0,0,0,2,1
1319,44,1,Travel_Rarely,Research & Development,3,3,Life Sciences,1333,1,Male,3,Laboratory Technician,1,Married,2362,4,No,12,3,0,10,4,3,2,1,2,3,1
1320,44,1,Travel_Frequently,Research & Development,24,3,Life Sciences,392,4,Male,3,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,1,19,0,1,0,0,0,5,1
1321,19,1,Non-Travel,Research & Development,10,3,Medical,1248,1,Female,2,Research Scientist,2,Single,1859,1,Yes,25,4,0,1,2,1,1,0,0,5,1
1322,26,1,Travel_Frequently,Human Resources,17,4,Life Sciences,608,2,Female,3,Human Resources,3,Divorced,2741,0,Yes,11,3,1,8,2,7,7,1,0,5,1
1323,30,1,Travel_Rarely,Sales,1,3,Life Sciences,1562,2,Male,2,Sales Executive,1,Married,9714,1,No,11,3,1,10,4,10,8,6,7,5,1
1324,45,1,Travel_Rarely,Sales,2,3,Marketing,1277,1,Female,1,Manager,2,Single,18824,2,Yes,16,3,0,26,2,24,10,1,11,3,1
1325,21,1,Travel_Rarely,Sales,12,3,Life Sciences,494,3,Female,4,Sales Representative,2,Single,2716,1,No,15,3,0,1,0,1,0,0,0,3,1
1326,20,1,Travel_Frequently,Sales,9,3,Marketing,1077,4,Female,3,Sales Representative,4,Single,2323,1,Yes,14,3,0,2,3,2,2,0,2,1,1
1327,33,1,Travel_Frequently,Research & Development,29,4,Medical,1101,1,Female,2,Research Scientist,3,Single,4508,1,No,22,4,0,14,4,13,7,3,8,5,1
1328,50,1,Travel_Frequently,Sales,1,4,Other,1113,4,Male,3,Sales Executive,3,Single,4728,3,Yes,14,3,0,5,4,0,0,0,0,4,1
1329,37,1,Travel_Rarely,Research & Development,11,2,Medical,1033,1,Female,1,Healthcare Representative,2,Married,4777,5,No,15,3,0,15,2,1,0,0,0,3,1
1330,29,1,Travel_Rarely,Sales,1,3,Medical,896,2,Female,2,Sales Representative,3,Divorced,2800,6,Yes,19,3,3,5,3,3,2,0,2,1,1
1331,31,1,Travel_Frequently,Sales,26,4,Marketing,1967,1,Male,3,Sales Executive,4,Married,5617,1,Yes,11,3,0,10,4,10,7,0,8,3,1
1332,27,1,Travel_Rarely,Sales,2,1,Marketing,667,3,Male,3,Sales Representative,1,Divorced,3041,0,No,11,3,1,5,3,4,3,0,2,5,1
1333,47,1,Travel_Frequently,Sales,27,2,Life Sciences,785,2,Female,4,Sales Executive,3,Single,6397,4,Yes,12,3,0,8,2,5,4,1,3,4,1
1334,34,1,Travel_Frequently,Research & Development,9,4,Life Sciences,1807,4,Male,3,Laboratory Technician,1,Married,5346,4,No,17,3,1,11,3,7,1,0,7,4,1
1335,31,1,Travel_Frequently,Research & Development,3,3,Life Sciences,1537,4,Female,3,Research Scientist,3,Single,4084,1,No,12,3,0,7,2,7,2,7,7,4,1
1336,34,1,Travel_Frequently,Human Resources,23,3,Human Resources,590,2,Female,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,11,2,3,2,0,2,5,1
1337,31,1,Travel_Frequently,Research & Development,29,2,Medical,355,3,Male,2,Laboratory Technician,2,Single,3479,0,No,11,3,0,6,2,5,4,1,4,2,1
1338,25,1,Travel_Rarely,Sales,19,2,Marketing,952,3,Male,2,Sales Representative,2,Married,2413,1,Yes,18,3,3,1,2,1,0,0,0,1,1
1339,28,1,Travel_Frequently,Research & Development,2,2,Medical,1504,3,Male,2,Laboratory Technician,1,Single,2561,7,No,11,3,0,8,2,0,0,0,0,2,1
1340,33,1,Travel_Rarely,Research & Development,15,1,Medical,582,2,Male,3,Manager,3,Married,13610,7,Yes,12,3,0,15,2,7,6,7,7,3,1
1341,46,1,Travel_Rarely,Sales,9,3,Marketing,1457,1,Male,3,Sales Executive,4,Divorced,10096,4,No,11,3,1,28,1,7,7,4,3,4,1
1342,31,1,Travel_Rarely,Sales,13,4,Medical,650,2,Male,3,Sales Executive,1,Divorced,4233,2,No,17,3,0,9,2,3,1,1,2,4,1
1343,34,1,Travel_Rarely,Human Resources,9,4,Technical Degree,1467,1,Female,3,Human Resources,3,Married,2742,1,No,15,3,0,2,0,2,2,2,2,4,1
1344,21,1,Travel_Rarely,Sales,7,1,Marketing,1780,2,Male,3,Sales Representative,2,Single,2679,1,No,13,3,0,1,3,1,0,1,0,5,1
1345,32,1,Travel_Frequently,Research & Development,16,1,Life Sciences,33,2,Female,1,Research Scientist,1,Single,3919,1,Yes,22,4,0,10,5,10,2,6,7,1,1
1346,20,1,Travel_Rarely,Research & Development,11,3,Medical,1016,4,Female,2,Research Scientist,1,Single,2600,1,Yes,15,3,0,1,2,1,0,0,0,4,1
1347,25,1,Travel_Rarely,Sales,9,2,Life Sciences,1439,1,Male,2,Sales Representative,1,Married,4400,3,No,12,3,0,6,2,3,2,2,2,5,1
1348,24,1,Travel_Frequently,Research & Development,9,3,Medical,1494,2,Male,3,Laboratory Technician,1,Single,3172,2,Yes,11,3,0,4,2,0,0,0,0,2,1
1349,32,1,Travel_Rarely,Research & Development,9,3,Medical,190,1,Female,3,Laboratory Technician,1,Single,4200,7,No,22,4,0,10,2,5,4,0,4,4,1
1350,32,1,Travel_Frequently,Research & Development,5,2,Life Sciences,1939,1,Female,4,Research Scientist,3,Single,2432,3,Yes,14,3,0,8,2,4,1,0,3,5,1
1351,22,1,Travel_Frequently,Research & Development,4,1,Technical Degree,593,3,Male,2,Laboratory Technician,3,Single,3894,5,No,16,3,0,4,3,2,2,1,2,5,1
1352,29,1,Travel_Rarely,Research & Development,10,3,Life Sciences,994,4,Female,2,Research Scientist,1,Single,2404,6,Yes,20,4,0,3,5,0,0,0,0,4,1
1353,31,1,Travel_Rarely,Human Resources,18,5,Human Resources,1842,4,Male,4,Human Resources,1,Married,2956,0,No,17,3,0,2,4,1,0,0,0,5,1
1354,28,1,Travel_Rarely,Research & Development,2,4,Medical,828,3,Male,3,Research Scientist,3,Single,4382,6,No,17,3,0,5,3,2,2,2,1,4,1
1355,39,1,Travel_Rarely,Sales,3,2,Medical,445,4,Female,3,Sales Executive,3,Married,5238,4,Yes,18,3,0,12,3,1,0,0,0,5,1
1356,18,1,Travel_Frequently,Sales,5,3,Marketing,614,2,Male,3,Sales Representative,2,Single,1878,1,Yes,14,3,0,0,3,0,0,0,0,2,1
1357,56,1,Travel_Rarely,Research & Development,14,4,Life Sciences,161,2,Female,3,Research Scientist,2,Married,4963,9,Yes,18,3,3,7,2,5,4,4,3,5,1
1358,29,1,Travel_Rarely,Sales,9,3,Marketing,1752,2,Female,1,Sales Representative,2,Single,2760,1,No,13,3,0,2,3,2,2,2,2,2,1
1359,26,1,Travel_Rarely,Human Resources,20,2,Medical,1818,4,Female,3,Human Resources,2,Married,2148,0,Yes,11,3,0,6,3,5,1,1,4,3,1
1360,58,1,Travel_Frequently,Research & Development,2,1,Life Sciences,918,4,Male,2,Laboratory Technician,4,Divorced,2380,9,Yes,14,3,1,3,3,1,0,0,0,5,1
1361,50,1,Travel_Frequently,Sales,8,2,Technical Degree,723,2,Male,3,Sales Executive,3,Married,6796,3,Yes,14,3,1,18,4,4,3,1,3,2,1
1362,19,1,Travel_Rarely,Sales,21,3,Other,959,4,Male,2,Sales Representative,2,Single,2121,1,Yes,13,3,0,1,3,1,0,0,0,5,1
1363,35,1,Travel_Rarely,Sales,15,2,Medical,1645,1,Male,1,Sales Executive,4,Divorced,5440,6,Yes,14,3,2,7,2,2,2,2,2,1,1
1364,25,1,Travel_Rarely,Sales,5,3,Marketing,142,3,Male,2,Sales Executive,3,Single,5744,1,Yes,11,3,0,6,1,6,4,0,3,4,1
1365,55,1,Travel_Rarely,Sales,2,1,Medical,842,3,Male,3,Sales Executive,4,Single,5160,4,No,16,3,0,12,3,9,7,7,3,5,1
1366,28,1,Travel_Rarely,Research & Development,12,1,Life Sciences,1175,3,Female,3,Laboratory Technician,4,Married,2515,1,Yes,11,3,0,1,4,1,1,0,0,1,1
1367,29,1,Travel_Rarely,Research & Development,1,3,Technical Degree,300,3,Male,3,Research Scientist,3,Single,2058,0,No,14,3,0,7,1,6,2,1,5,5,1
1368,33,1,Travel_Rarely,Research & Development,1,4,Other,780,4,Male,3,Research Scientist,4,Single,2686,1,Yes,13,3,0,10,2,10,9,7,8,5,1
1369,18,1,Non-Travel,Research & Development,8,1,Medical,1156,3,Male,3,Laboratory Technician,3,Single,1904,1,No,12,3,0,0,0,0,0,0,0,4,1
1370,33,1,Travel_Frequently,Research & Development,3,3,Life Sciences,702,1,Male,3,Research Scientist,1,Single,3348,1,Yes,11,3,0,10,3,10,8,9,7,4,1
1371,28,1,Travel_Rarely,Research & Development,5,4,Technical Degree,65,3,Male,3,Laboratory Technician,3,Single,3441,1,Yes,13,3,0,2,3,2,2,2,2,4,1
1372,49,1,Travel_Rarely,Sales,11,3,Marketing,840,3,Female,3,Sales Executive,4,Married,7654,1,No,18,3,2,9,3,9,8,7,7,2,1
1373,31,1,Travel_Frequently,Sales,1,3,Life Sciences,1331,4,Female,3,Sales Representative,2,Single,2302,1,Yes,11,3,0,3,2,3,2,2,2,2,1
1374,37,1,Travel_Rarely,Sales,1,4,Life Sciences,970,1,Male,2,Sales Executive,3,Married,10609,5,No,11,3,0,17,2,14,1,11,7,2,1
1375,28,1,Travel_Rarely,Research & Development,2,4,Life Sciences,364,1,Male,3,Laboratory Technician,3,Single,3485,2,No,11,3,0,5,5,0,0,0,0,3,1
1376,40,1,Travel_Rarely,Sales,25,4,Marketing,1318,4,Male,2,Sales Executive,2,Single,9094,2,Yes,12,3,0,9,2,5,4,1,0,2,1
1377,48,1,Travel_Frequently,Sales,7,2,Medical,1691,4,Female,3,Sales Representative,3,Married,2655,2,Yes,11,3,2,19,3,9,7,7,7,1,1
1378,50,1,Travel_Rarely,Sales,28,3,Marketing,2055,4,Male,2,Sales Executive,1,Divorced,10854,4,Yes,13,3,1,20,3,3,2,2,0,5,1
1379,34,1,Travel_Rarely,Sales,24,4,Medical,1489,1,Female,2,Sales Executive,2,Single,4599,0,Yes,23,4,0,16,2,15,9,10,10,1,1
1380,40,1,Non-Travel,Sales,24,3,Life Sciences,986,2,Female,4,Sales Executive,2,Single,13194,4,Yes,16,3,0,22,2,1,0,0,0,1,1
1381,43,1,Travel_Rarely,Sales,9,3,Marketing,1188,1,Female,1,Sales Executive,3,Single,5346,8,No,13,3,0,7,2,4,3,1,3,1,1
1382,35,1,Travel_Frequently,Research & Development,25,4,Life Sciences,881,4,Female,3,Research Scientist,2,Divorced,2022,1,Yes,19,3,1,10,3,10,2,7,8,5,1
1383,42,1,Travel_Frequently,Sales,12,3,Life Sciences,1167,3,Male,3,Sales Executive,1,Single,13758,0,Yes,12,3,0,22,2,21,9,13,14,3,1
1384,42,1,Travel_Frequently,Research & Development,19,3,Medical,752,3,Male,4,Research Scientist,3,Divorced,2759,6,Yes,12,3,0,7,2,2,2,2,2,3,1
1385,37,1,Travel_Rarely,Research & Development,10,4,Medical,1809,4,Male,3,Manufacturing Director,1,Single,4213,1,No,15,3,0,10,4,10,3,0,8,2,1
1386,49,1,Travel_Frequently,Research & Development,28,2,Life Sciences,1420,1,Male,2,Laboratory Technician,1,Single,4284,3,No,20,4,0,20,2,4,3,1,3,5,1
1387,47,1,Travel_Frequently,Sales,9,3,Life Sciences,1716,3,Male,1,Sales Executive,3,Married,12936,7,No,11,3,0,25,3,23,5,14,10,3,1
1388,47,1,Non-Travel,Research & Development,29,4,Life Sciences,376,1,Male,3,Manager,2,Married,11849,1,Yes,12,3,1,10,2,10,7,9,9,3,1
1389,26,1,Travel_Rarely,Sales,4,4,Marketing,401,4,Male,2,Sales Executive,4,Single,5828,1,Yes,12,3,0,8,0,8,7,7,4,4,1
1390,25,1,Travel_Rarely,Research & Development,4,1,Technical Degree,1106,4,Male,3,Laboratory Technician,4,Married,3691,1,Yes,15,3,1,7,3,7,7,5,6,3,1
1391,25,1,Travel_Frequently,Sales,24,1,Life Sciences,1273,3,Male,1,Sales Representative,4,Single,1118,1,Yes,14,3,0,1,4,1,0,1,0,3,1
1392,31,1,Non-Travel,Research & Development,9,2,Medical,991,3,Male,2,Research Scientist,1,Single,2321,0,Yes,22,4,0,4,0,3,2,1,2,5,1
1393,44,1,Travel_Frequently,Research & Development,1,2,Medical,1792,3,Male,3,Research Scientist,2,Divorced,2342,1,Yes,12,3,3,6,2,5,3,2,3,3,1
1394,40,1,Travel_Rarely,Sales,22,2,Marketing,492,3,Male,2,Sales Executive,3,Married,6380,2,Yes,12,3,2,8,6,6,4,1,0,5,1
1395,19,1,Travel_Rarely,Human Resources,2,2,Technical Degree,566,1,Male,2,Human Resources,4,Single,2564,1,No,12,3,0,1,3,1,0,0,0,4,1
1396,32,1,Travel_Rarely,Research & Development,1,3,Life Sciences,331,4,Male,2,Laboratory Technician,3,Single,3730,0,Yes,14,3,0,4,2,3,2,1,2,1,1
1397,33,1,Travel_Rarely,Sales,9,4,Marketing,1157,1,Female,3,Sales Executive,1,Single,8224,0,Yes,17,3,0,6,3,5,2,0,3,2,1
1398,30,1,Travel_Rarely,Research & Development,3,3,Technical Degree,297,4,Female,3,Research Scientist,1,Single,2657,5,Yes,11,3,0,8,5,5,2,0,4,5,1
1399,31,1,Travel_Frequently,Sales,2,3,Life Sciences,1379,3,Female,2,Sales Representative,4,Single,2785,7,No,14,3,0,3,3,1,0,0,0,5,1
1400,32,1,Travel_Rarely,Sales,4,4,Medical,291,4,Male,1,Sales Executive,4,Married,10400,1,No,11,3,0,14,2,14,8,9,8,2,1
1401,30,1,Travel_Rarely,Sales,9,3,Medical,1876,2,Male,3,Sales Representative,4,Single,1081,1,No,13,3,0,1,3,1,0,0,0,2,1
1402,31,1,Travel_Frequently,Research & Development,20,3,Life Sciences,587,1,Male,3,Healthcare Representative,3,Married,9824,3,No,12,3,0,12,2,1,0,0,0,5,1
1403,25,1,Travel_Rarely,Research & Development,3,3,Medical,538,1,Male,3,Laboratory Technician,1,Married,4031,5,No,13,3,1,6,5,2,2,0,2,3,1
1404,26,1,Travel_Frequently,Research & Development,3,1,Technical Degree,510,3,Male,3,Research Scientist,1,Single,3102,0,No,22,4,0,7,2,6,4,0,4,2,1
1405,41,1,Non-Travel,Research & Development,5,2,Life Sciences,1210,1,Male,2,Research Scientist,1,Divorced,2107,6,No,17,3,1,5,2,1,0,0,0,4,1
1406,36,1,Travel_Rarely,Research & Development,16,4,Life Sciences,1042,3,Female,4,Laboratory Technician,1,Single,2743,1,No,16,3,0,18,1,17,13,15,14,5,1
1407,31,1,Travel_Frequently,Research & Development,15,3,Medical,1160,3,Male,3,Laboratory Technician,3,Married,2610,1,No,12,3,1,2,5,2,2,2,2,1,1
1408,28,1,Travel_Frequently,Sales,1,3,Technical Degree,1486,1,Male,3,Sales Representative,3,Married,2909,3,No,15,3,1,5,3,3,2,1,2,5,1
1409,29,1,Travel_Rarely,Research & Development,18,1,Medical,315,3,Male,2,Research Scientist,4,Single,2389,1,Yes,13,3,0,4,3,4,3,0,1,2,1
1410,46,1,Travel_Rarely,Research & Development,21,2,Medical,1821,4,Female,3,Healthcare Representative,2,Married,8926,4,No,22,4,1,13,2,9,7,3,7,5,1
1411,41,1,Travel_Rarely,Sales,1,2,Life Sciences,1,2,Female,3,Sales Executive,4,Single,5993,8,Yes,11,3,0,8,0,6,4,0,5,5,1
1412,35,1,Travel_Rarely,Sales,10,3,Medical,1639,4,Male,2,Sales Executive,1,Married,10306,9,No,17,3,0,15,3,13,12,6,0,2,1
1413,24,1,Travel_Rarely,Human Resources,22,1,Human Resources,1714,4,Male,1,Human Resources,3,Married,1555,1,No,11,3,1,1,2,1,0,0,0,2,1
1414,38,1,Travel_Rarely,Research & Development,29,1,Medical,282,2,Male,3,Healthcare Representative,1,Married,6673,7,Yes,19,3,0,17,2,1,0,0,0,3,1
1415,29,1,Travel_Rarely,Research & Development,25,5,Technical Degree,565,3,Female,2,Research Scientist,2,Married,2546,5,No,16,3,0,6,2,2,2,1,1,1,1
1416,21,1,Travel_Frequently,Sales,1,1,Technical Degree,478,1,Female,2,Sales Representative,2,Single,2174,1,Yes,11,3,0,3,3,3,2,1,2,4,1
1417,39,1,Travel_Rarely,Sales,5,3,Technical Degree,42,4,Male,3,Sales Representative,4,Married,2086,3,No,14,3,1,19,6,1,0,0,0,5,1
1418,28,1,Travel_Rarely,Research & Development,24,3,Medical,1604,3,Male,3,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,1,3,1,1,0,0,3,1
1419,24,1,Travel_Rarely,Research & Development,1,3,Medical,45,2,Male,3,Research Scientist,4,Married,2293,2,Yes,16,3,1,6,2,2,0,2,0,1,1
1420,36,1,Travel_Rarely,Research & Development,9,3,Medical,90,4,Male,2,Research Scientist,3,Married,3388,0,Yes,17,3,1,2,0,1,0,0,0,2,1
1421,53,1,Travel_Rarely,Research & Development,2,5,Technical Degree,1572,3,Female,2,Manufacturing Director,4,Married,10169,0,No,16,3,1,34,4,33,7,1,9,2,1
1422,29,1,Travel_Frequently,Research & Development,14,1,Other,1421,3,Female,3,Healthcare Representative,4,Single,7553,0,Yes,12,3,0,9,1,8,7,7,7,3,1
1423,46,1,Travel_Rarely,Sales,9,2,Medical,118,3,Male,2,Sales Executive,4,Single,9619,1,No,16,3,0,9,3,9,8,4,7,4,1
1424,30,1,Travel_Frequently,Human Resources,8,3,Human Resources,1747,3,Female,2,Human Resources,4,Divorced,2180,6,No,11,3,1,6,0,4,2,1,2,3,1
1425,26,1,Travel_Rarely,Sales,8,3,Technical Degree,796,4,Male,2,Sales Executive,1,Single,5326,6,No,17,3,0,6,2,4,3,1,2,5,1
1426,41,1,Travel_Frequently,Sales,4,3,Marketing,488,1,Male,3,Sales Executive,2,Single,9355,1,No,18,3,0,8,5,8,7,7,7,3,1
1427,45,1,Travel_Frequently,Sales,26,4,Life Sciences,684,1,Female,3,Sales Executive,1,Married,4286,2,No,14,3,2,5,4,1,1,0,0,4,1
1428,34,1,Travel_Frequently,Sales,6,2,Marketing,555,4,Female,1,Sales Representative,3,Divorced,2351,0,No,16,3,1,3,3,2,2,1,0,1,1
1429,50,1,Travel_Frequently,Sales,1,4,Life Sciences,2044,2,Male,3,Sales Executive,3,Divorced,6728,7,No,12,3,2,12,3,6,3,0,1,4,1
1430,31,1,Travel_Frequently,Sales,1,4,Life Sciences,1427,2,Female,1,Sales Representative,3,Single,1359,1,No,12,3,0,1,3,1,0,0,0,5,1
1431,26,1,Travel_Rarely,Research & Development,16,4,Medical,394,1,Male,3,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,1,5,2,3,2,0,2,4,1
1432,20,1,Travel_Rarely,Research & Development,4,3,Technical Degree,960,1,Male,3,Laboratory Technician,1,Single,2973,1,No,19,3,0,1,2,1,0,0,0,4,1
1433,41,1,Travel_Rarely,Sales,20,2,Marketing,248,2,Female,3,Sales Representative,2,Single,3140,1,Yes,22,4,0,4,5,4,3,0,2,1,1
1434,55,1,Travel_Rarely,Sales,13,4,Marketing,1372,1,Male,4,Sales Executive,3,Single,13695,6,Yes,17,3,0,24,2,19,7,3,8,2,1
1435,26,1,Travel_Frequently,Research & Development,5,2,Medical,848,3,Female,2,Research Scientist,3,Married,2366,1,Yes,14,3,1,8,2,8,7,1,7,3,1
1436,26,1,Non-Travel,Sales,29,2,Medical,1037,2,Male,1,Sales Executive,1,Single,4969,8,No,18,3,0,7,6,2,2,2,2,2,1
1437,51,1,Travel_Frequently,Research & Development,8,4,Life Sciences,179,1,Male,1,Manufacturing Director,4,Single,10650,2,No,15,3,0,18,2,4,2,0,3,3,1
1438,29,1,Travel_Rarely,Research & Development,1,2,Life Sciences,816,2,Female,2,Laboratory Technician,1,Married,2319,1,Yes,11,3,1,1,1,1,0,0,0,2,1
1439,20,1,Travel_Rarely,Sales,2,3,Medical,922,3,Female,2,Sales Representative,3,Single,2044,1,No,13,3,0,2,3,2,2,0,2,4,1
1440,51,1,Travel_Rarely,Research & Development,4,4,Life Sciences,1081,1,Male,3,Research Scientist,3,Married,2461,9,Yes,12,3,3,18,2,10,0,2,7,5,1
1441,58,1,Travel_Rarely,Research & Development,2,3,Technical Degree,977,4,Male,3,Research Scientist,3,Single,2479,4,No,24,4,0,7,4,1,0,0,0,2,1
1442,31,1,Travel_Rarely,Research & Development,22,4,Medical,1389,4,Male,3,Manufacturing Director,3,Married,6179,1,Yes,15,3,2,10,3,10,2,6,7,3,1
1443,26,1,Travel_Rarely,Research & Development,24,3,Technical Degree,622,3,Male,1,Laboratory Technician,4,Single,2340,1,Yes,18,3,0,1,3,1,0,0,0,3,1
1444,35,1,Travel_Rarely,Research & Development,23,2,Life Sciences,261,2,Male,2,Manufacturing Director,3,Married,5916,3,Yes,13,3,0,8,1,1,0,0,1,4,1
1445,29,1,Travel_Rarely,Research & Development,1,4,Medical,2027,1,Male,3,Research Scientist,4,Married,4787,9,Yes,14,3,3,4,3,2,2,2,2,2,1
1446,30,1,Travel_Frequently,Research & Development,4,3,Technical Degree,514,3,Male,3,Research Scientist,4,Single,2285,9,Yes,23,4,0,3,4,1,0,0,0,2,1
1447,24,1,Travel_Rarely,Research & Development,17,2,Life Sciences,1219,4,Female,3,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,3,1,0,0,0,2,1
1448,37,1,Travel_Rarely,Research & Development,2,2,Other,4,4,Male,2,Laboratory Technician,3,Single,2090,6,Yes,15,3,0,7,3,0,0,0,0,4,1
1449,46,1,Travel_Rarely,Sales,10,3,Life Sciences,1869,3,Female,3,Sales Executive,2,Married,7314,5,No,21,4,3,14,2,8,7,0,7,5,1
1450,52,1,Travel_Rarely,Research & Development,8,4,Medical,433,3,Male,2,Research Scientist,2,Married,4941,2,No,15,3,0,11,3,8,2,7,7,5,1
1451,41,1,Travel_Rarely,Research & Development,2,4,Life Sciences,927,2,Female,1,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,1,10,1,7,7,1,0,2,1
1452,23,1,Travel_Rarely,Research & Development,6,3,Life Sciences,811,3,Male,4,Laboratory Technician,1,Married,1601,1,Yes,21,4,2,1,2,0,0,0,0,2,1
1453,30,1,Travel_Frequently,Sales,12,4,Life Sciences,648,2,Male,2,Sales Representative,1,Married,2033,1,No,18,3,1,1,2,1,0,0,0,4,1
